Day,Time,Weather,City,Temperature,Traffic Congestion,Number of Vehicles
0,night,sunny,Guruvayur,40.0688807,4,65
3,night,cloudy,Thiruvananthapuram,28.00396827,2,25
5,noon,sunny,Kannur,36.13308683,4,61
1,evening,sunny,Alappuzha,27.52408793,3,38
1,noon,sunny,Palakkad,31.73510433,4,64
0,evening,cloudy,Kottayam,22.25850943,2,24
1,morning,sunny,Kollam,42.34624329,2,27
4,night,sunny,Kannur,39.72344804,4,66
1,evening,cloudy,Kasaragod,28.54735063,2,26
3,noon,sunny,Kochi,29.80124332,3,59
3,night,cloudy,Kottayam,36.6023306,3,46
6,morning,foggy,Kochi,27.08330703,4,64
3,evening,foggy,Alappuzha,23.96190024,3,55
6,evening,foggy,Malappuram,30.79895951,4,74
3,evening,sunny,Malappuram,42.04416005,4,63
4,night,rainy,Thiruvananthapuram,16.06511494,2,26
6,noon,rainy,Malappuram,20.04812234,3,45
2,noon,sunny,Kochi,41.95360989,4,61
5,evening,rainy,Kasaragod,18.90846144,2,23
0,morning,cloudy,Thiruvananthapuram,22.65873248,5,108
3,morning,rainy,Thrissur,25.69318267,5,89
1,noon,sunny,Guruvayur,40.651345,4,75
3,morning,sunny,Kottayam,34.1108669,2,23
1,noon,cloudy,Alappuzha,37.64118617,3,35
5,evening,foggy,Thiruvananthapuram,32.77108379,4,73
5,noon,sunny,Kochi,27.25927342,3,37
5,noon,cloudy,Kottayam,37.61174004,3,33
1,evening,rainy,Kasaragod,22.93420203,2,28
3,morning,rainy,Kozhikode,20.88584308,5,106
5,noon,cloudy,Alappuzha,30.21753993,3,46
4,noon,cloudy,Kochi,25.90682287,2,26
6,evening,sunny,Alappuzha,27.46977762,3,32
1,morning,rainy,Kollam,16.02428183,5,91
1,noon,cloudy,Kozhikode,28.37651081,2,22
3,evening,rainy,Kottayam,30.22667818,3,37
1,noon,cloudy,Malappuram,30.46295196,3,35
1,night,rainy,Kochi,32.98652408,3,44
5,evening,foggy,Alappuzha,26.10155788,3,39
3,morning,sunny,Kottayam,30.7677361,2,22
5,morning,rainy,Malappuram,18.71574082,5,84
6,morning,foggy,Kasaragod,24.0142459,4,72
6,morning,rainy,Kasaragod,20.84817213,3,44
5,noon,rainy,Alappuzha,29.47828077,2,22
6,noon,foggy,Thiruvananthapuram,36.62303034,5,83
3,morning,rainy,Kollam,32.57648189,1,11
0,morning,rainy,Thiruvananthapuram,19.94892412,5,108
5,morning,sunny,Kollam,40.98205828,2,23
4,noon,foggy,Kochi,26.80550142,3,47
4,morning,foggy,Guruvayur,23.14345416,1,19
1,morning,cloudy,Thrissur,35.52401754,1,12
6,night,rainy,Alappuzha,26.81379579,3,34
4,night,sunny,Palakkad,28.80042523,3,43
1,morning,rainy,Guruvayur,23.30713138,5,89
0,evening,rainy,Kannur,20.88338081,2,26
3,morning,cloudy,Alappuzha,33.25910147,1,10
3,night,rainy,Kozhikode,23.70807592,2,28
3,evening,sunny,Malappuram,42.81775907,4,80
4,evening,sunny,Kozhikode,26.9306647,3,39
0,morning,cloudy,Kasaragod,26.76885333,5,93
4,night,rainy,Kollam,24.19230284,2,27
6,night,sunny,Malappuram,34.55327043,5,89
4,evening,rainy,Guruvayur,21.37090898,2,28
0,morning,rainy,Kasaragod,28.39708423,5,91
0,noon,rainy,Malappuram,30.87070025,3,42
6,noon,cloudy,Thiruvananthapuram,36.69182194,4,74
0,night,rainy,Kasaragod,29.68658741,2,22
0,noon,sunny,Thiruvananthapuram,40.45986335,4,71
3,night,rainy,Thiruvananthapuram,25.35927011,2,22
6,night,sunny,Malappuram,40.04009985,5,104
2,night,rainy,Kottayam,21.15956646,2,22
2,noon,sunny,Kozhikode,32.77413896,4,72
0,night,sunny,Kasaragod,31.38752123,4,75
2,evening,rainy,Palakkad,23.9455847,2,23
2,morning,rainy,Kottayam,20.85485348,5,105
0,morning,sunny,Kannur,42.34739452,2,26
2,night,foggy,Kozhikode,26.54352358,3,50
4,morning,cloudy,Kasaragod,22.40035095,5,84
1,noon,foggy,Guruvayur,30.18105672,4,67
6,noon,foggy,Kollam,22.19584924,4,78
1,morning,rainy,Kozhikode,17.87923383,5,83
0,noon,cloudy,Palakkad,24.46321342,2,22
3,morning,foggy,Alappuzha,29.11911915,1,11
6,morning,rainy,Kochi,23.36526585,3,39
0,morning,foggy,Thiruvananthapuram,34.81992656,2,28
3,night,foggy,Kochi,33.79623402,4,79
1,morning,rainy,Kottayam,23.247411,5,92
0,night,rainy,Alappuzha,21.67297153,2,23
6,morning,rainy,Thiruvananthapuram,21.37996933,3,53
6,morning,cloudy,Kasaragod,33.89151029,4,79
5,morning,foggy,Kottayam,22.11039581,1,19
4,noon,rainy,Palakkad,16.21796804,2,28
2,night,sunny,Malappuram,39.52425466,4,80
3,night,foggy,Kasaragod,29.33665329,3,31
5,morning,sunny,Kozhikode,28.22497936,1,13
2,morning,cloudy,Malappuram,24.73821469,5,93
2,noon,rainy,Kottayam,31.8525672,3,58
0,noon,sunny,Kozhikode,40.61155059,4,74
2,noon,cloudy,Palakkad,32.79993966,3,54
4,night,rainy,Kannur,24.19782892,2,23
6,night,sunny,Kochi,34.84550165,5,101
5,night,sunny,Kozhikode,42.5791571,4,68
2,morning,cloudy,Kochi,37.15169135,1,18
0,night,rainy,Thiruvananthapuram,19.65957378,2,21
4,evening,rainy,Kollam,29.78877763,2,27
1,evening,sunny,Thrissur,29.35312532,3,52
6,noon,sunny,Kasaragod,29.63013712,4,63
6,night,sunny,Thrissur,37.49358158,5,90
5,evening,rainy,Thiruvananthapuram,22.88501868,2,25
6,noon,cloudy,Kozhikode,36.56984873,4,67
2,night,cloudy,Thiruvananthapuram,22.2467593,2,29
0,morning,rainy,Guruvayur,24.69593589,5,91
6,evening,foggy,Thrissur,36.84003092,4,71
6,morning,cloudy,Thrissur,36.10352603,4,66
1,night,sunny,Kannur,28.66099663,3,32
1,evening,foggy,Guruvayur,27.4580058,3,58
3,night,foggy,Kasaragod,31.7502287,4,73
4,morning,cloudy,Malappuram,23.44330685,5,84
2,evening,foggy,Alappuzha,37.68154183,4,80
6,morning,foggy,Kannur,36.77590349,5,102
6,night,cloudy,Thiruvananthapuram,23.57174685,3,58
0,night,cloudy,Kollam,22.79323665,2,21
3,morning,foggy,Alappuzha,22.67710911,1,12
4,evening,sunny,Guruvayur,41.46054229,4,72
3,morning,rainy,Thiruvananthapuram,19.29160477,5,94
5,night,foggy,Palakkad,28.30200869,3,58
4,morning,foggy,Guruvayur,28.85563812,1,13
6,night,sunny,Kottayam,36.18318775,5,88
6,morning,foggy,Kottayam,22.44466575,4,64
4,evening,foggy,Kannur,25.0800614,3,58
6,evening,rainy,Thrissur,31.83533658,3,42
2,morning,rainy,Kottayam,31.44297182,1,11
4,morning,rainy,Kannur,29.28194101,5,105
3,evening,cloudy,Kochi,21.06341498,2,27
4,night,cloudy,Kollam,26.29270887,2,23
6,evening,rainy,Kottayam,26.6752985,2,23
2,night,rainy,Kozhikode,20.6782336,2,23
2,morning,cloudy,Kochi,36.19656762,1,18
5,morning,sunny,Alappuzha,36.77612085,2,29
3,night,foggy,Kochi,22.4475791,3,54
1,morning,foggy,Thiruvananthapuram,36.67825991,2,21
1,night,rainy,Thrissur,32.28203319,3,52
4,noon,sunny,Kannur,27.32111111,3,54
5,evening,cloudy,Kasaragod,29.7837178,2,29
0,noon,rainy,Kasaragod,21.1571928,2,26
4,night,sunny,Palakkad,32.6782643,4,72
5,evening,sunny,Kollam,29.05407071,3,47
3,night,sunny,Thiruvananthapuram,35.82722573,4,72
3,evening,cloudy,Kasaragod,37.01924281,3,32
3,evening,cloudy,Thrissur,29.28582801,2,21
3,evening,foggy,Alappuzha,22.63471279,3,53
3,evening,foggy,Kasaragod,31.76518757,4,79
5,night,sunny,Kozhikode,31.78379091,4,76
5,evening,sunny,Kochi,40.55072822,4,64
2,evening,cloudy,Kasaragod,28.12312233,2,29
1,noon,foggy,Thiruvananthapuram,24.50343825,3,41
6,morning,sunny,Kottayam,29.24879559,4,63
3,morning,foggy,Kottayam,34.29415597,2,23
0,noon,foggy,Alappuzha,25.74015407,3,57
6,noon,sunny,Kottayam,39.0429677,5,100
5,night,cloudy,Kannur,24.23367809,2,26
0,night,sunny,Guruvayur,31.46866827,4,72
0,night,sunny,Alappuzha,33.91327853,4,67
0,noon,foggy,Thiruvananthapuram,37.25949435,4,78
2,noon,sunny,Kollam,41.83943422,4,79
5,evening,cloudy,Kottayam,24.25041569,2,22
0,night,sunny,Guruvayur,32.0897237,4,67
3,night,cloudy,Palakkad,23.27338341,2,24
4,night,cloudy,Thrissur,29.40334015,2,27
0,morning,foggy,Kochi,29.05506826,1,19
2,evening,rainy,Kottayam,31.31292276,3,32
6,night,rainy,Alappuzha,31.81009142,4,70
5,night,foggy,Thiruvananthapuram,27.74581055,3,52
2,night,sunny,Kottayam,34.35954503,4,78
0,morning,foggy,Kasaragod,36.46118114,2,26
5,morning,cloudy,Kottayam,34.44762654,1,16
4,noon,rainy,Alappuzha,16.06215729,2,27
0,evening,foggy,Kozhikode,26.66617749,3,33
2,noon,sunny,Kozhikode,33.17016211,4,65
1,evening,foggy,Kottayam,25.13034172,3,57
3,morning,rainy,Kochi,19.39271747,5,100
6,night,foggy,Thiruvananthapuram,21.86750151,4,75
2,noon,foggy,Palakkad,32.16245023,4,79
5,night,rainy,Palakkad,20.46267494,2,21
0,noon,cloudy,Kottayam,21.62349584,2,27
3,morning,cloudy,Kottayam,24.66024209,5,96
0,morning,rainy,Kozhikode,29.6325372,5,82
5,morning,foggy,Alappuzha,35.70048099,2,26
0,noon,rainy,Kochi,24.21212617,2,26
1,evening,cloudy,Guruvayur,27.8067952,2,24
3,noon,sunny,Kottayam,42.62351279,4,71
3,evening,foggy,Palakkad,24.63476411,3,52
5,noon,cloudy,Thiruvananthapuram,24.39470161,2,29
6,noon,foggy,Kollam,26.18690691,4,66
1,morning,rainy,Kasaragod,18.93687441,5,84
2,night,sunny,Kottayam,32.44921517,4,74
0,night,rainy,Alappuzha,31.48418186,3,37
4,evening,sunny,Kottayam,36.46091329,4,71
0,night,foggy,Alappuzha,28.22825623,3,58
0,noon,foggy,Kochi,37.11014841,4,63
2,noon,rainy,Kollam,16.82389195,2,21
0,morning,sunny,Thrissur,29.57469502,1,14
1,morning,sunny,Kannur,35.62010629,2,22
1,night,foggy,Thiruvananthapuram,31.6895595,4,66
3,evening,rainy,Thiruvananthapuram,16.67247761,2,28
5,night,sunny,Alappuzha,32.85165888,4,74
6,night,foggy,Kozhikode,32.2607823,5,99
4,night,cloudy,Alappuzha,32.6007931,3,40
0,night,rainy,Kozhikode,26.84837834,2,25
0,noon,cloudy,Kannur,26.18316862,2,24
2,evening,rainy,Malappuram,17.5898421,2,26
5,noon,foggy,Palakkad,28.48607649,3,46
1,evening,sunny,Guruvayur,28.18882544,3,48
4,morning,sunny,Kannur,42.10960219,2,27
3,night,sunny,Thiruvananthapuram,34.07790472,4,69
1,noon,rainy,Guruvayur,21.39340596,2,29
5,evening,foggy,Kochi,34.25233411,4,74
6,morning,cloudy,Alappuzha,29.19871988,3,58
3,morning,foggy,Kochi,26.49574331,1,11
6,night,cloudy,Kollam,34.53704543,4,67
2,evening,rainy,Kochi,30.74158657,3,47
2,noon,rainy,Kottayam,27.44113883,2,24
0,night,cloudy,Palakkad,21.53198899,2,24
6,noon,cloudy,Kottayam,30.36108277,4,61
5,morning,cloudy,Kannur,33.70960731,1,14
4,noon,foggy,Kasaragod,23.54571611,3,57
3,noon,cloudy,Alappuzha,24.62099658,2,26
1,night,rainy,Thiruvananthapuram,31.00241679,3,31
5,noon,rainy,Guruvayur,16.34206927,2,26
5,night,sunny,Alappuzha,38.79636134,4,77
2,morning,cloudy,Palakkad,28.78773978,5,85
6,night,foggy,Thrissur,28.8202916,4,64
0,night,foggy,Guruvayur,21.34580595,3,50
0,evening,foggy,Thrissur,35.15493483,4,76
3,noon,sunny,Kasaragod,32.11702331,4,63
2,morning,rainy,Palakkad,25.19301573,5,88
5,night,foggy,Malappuram,32.73927657,4,63
4,morning,rainy,Malappuram,27.9447028,5,95
2,evening,sunny,Malappuram,42.251661,4,79
3,noon,cloudy,Thiruvananthapuram,29.76637301,2,25
3,night,cloudy,Thiruvananthapuram,27.52882617,2,28
2,noon,cloudy,Malappuram,36.94655546,3,34
3,evening,foggy,Thrissur,32.1410389,4,63
2,evening,cloudy,Palakkad,25.80214986,2,24
1,morning,foggy,Kochi,23.37505707,1,18
2,night,sunny,Palakkad,40.32342652,4,77
6,morning,sunny,Kannur,32.15708725,5,106
2,evening,foggy,Malappuram,32.45315017,4,73
3,noon,rainy,Palakkad,24.00387913,2,28
6,morning,cloudy,Kollam,24.11540006,3,58
3,morning,cloudy,Thiruvananthapuram,30.96226615,1,13
0,noon,cloudy,Thiruvananthapuram,21.76520598,2,26
0,morning,foggy,Thrissur,28.25198672,1,17
6,noon,sunny,Kochi,35.29245397,5,88
1,night,cloudy,Malappuram,28.14639237,2,23
0,noon,sunny,Alappuzha,38.72742698,4,64
2,night,cloudy,Guruvayur,34.80831803,3,43
3,noon,cloudy,Thrissur,33.84472606,3,54
0,evening,foggy,Thrissur,21.88498501,3,58
0,evening,rainy,Kochi,19.3001891,2,29
1,night,foggy,Kottayam,30.34749256,4,69
6,night,cloudy,Malappuram,36.62556849,4,71
6,evening,cloudy,Alappuzha,34.92785898,3,46
5,night,rainy,Thiruvananthapuram,30.32308664,3,42
1,noon,sunny,Kochi,31.15453929,4,79
2,noon,sunny,Alappuzha,33.30061425,4,63
6,evening,cloudy,Kollam,28.73559491,2,28
3,morning,sunny,Thrissur,28.67531692,1,10
1,noon,cloudy,Kochi,21.26175202,2,23
0,night,rainy,Thiruvananthapuram,32.09734929,3,54
3,morning,rainy,Palakkad,20.09211396,5,95
3,morning,cloudy,Thiruvananthapuram,24.81272517,5,100
0,noon,rainy,Kollam,17.41744391,2,27
1,noon,foggy,Kochi,37.00979669,4,64
0,morning,foggy,Guruvayur,31.08069586,2,24
5,morning,rainy,Kollam,27.33962657,5,93
3,evening,cloudy,Malappuram,36.23040089,3,34
4,night,cloudy,Malappuram,26.60913668,2,21
4,evening,rainy,Guruvayur,26.56562429,2,27
2,noon,sunny,Kannur,26.65959073,3,53
6,evening,foggy,Palakkad,24.40029788,3,38
0,evening,sunny,Guruvayur,40.13117869,4,63
0,evening,cloudy,Kannur,33.76865586,3,32
2,evening,cloudy,Thrissur,26.69451956,2,22
2,night,sunny,Kottayam,32.40578067,4,61
2,night,rainy,Kozhikode,25.07042537,2,23
3,morning,sunny,Alappuzha,26.00409708,1,17
5,noon,sunny,Kollam,30.10115371,4,64
0,evening,foggy,Alappuzha,24.76510565,3,50
3,morning,foggy,Palakkad,25.483375,1,13
2,morning,sunny,Alappuzha,39.70039932,2,23
0,morning,sunny,Alappuzha,30.75445556,2,21
3,night,cloudy,Kannur,23.98945628,2,21
5,evening,foggy,Thiruvananthapuram,29.79764374,3,37
3,evening,foggy,Kochi,35.94113052,4,76
5,noon,cloudy,Thrissur,24.83653877,2,21
2,evening,rainy,Kozhikode,17.33511613,2,25
5,evening,foggy,Kochi,27.28404541,3,53
0,morning,foggy,Thiruvananthapuram,33.93524592,2,29
2,noon,rainy,Alappuzha,25.36173926,2,22
0,evening,foggy,Kozhikode,35.11065218,4,68
4,night,foggy,Thiruvananthapuram,37.53823141,4,62
1,evening,rainy,Kannur,29.4752621,2,23
5,morning,rainy,Thiruvananthapuram,26.26465234,5,96
1,night,sunny,Kannur,34.386807,4,67
1,morning,cloudy,Thiruvananthapuram,21.41476827,5,87
5,evening,cloudy,Malappuram,37.46706745,3,55
2,night,rainy,Kozhikode,22.51917908,2,24
4,noon,rainy,Guruvayur,18.58787964,2,22
0,noon,foggy,Thiruvananthapuram,32.55921544,4,64
3,night,sunny,Kottayam,30.83290091,4,63
0,night,sunny,Alappuzha,35.95823061,4,71
3,morning,rainy,Kozhikode,25.97505443,5,95
0,night,foggy,Malappuram,28.80257186,3,35
5,morning,foggy,Kollam,35.43918137,2,24
4,evening,cloudy,Kollam,25.23803385,2,24
3,morning,cloudy,Thrissur,28.36034786,5,103
6,night,foggy,Kasaragod,30.36593109,5,98
2,night,cloudy,Kottayam,32.01521406,3,34
0,evening,rainy,Kollam,29.32752146,2,28
0,night,foggy,Malappuram,27.93688871,3,59
3,night,cloudy,Kasaragod,31.71639186,3,44
2,noon,sunny,Thiruvananthapuram,28.5603862,3,40
2,noon,foggy,Thiruvananthapuram,37.08018261,4,71
5,evening,foggy,Palakkad,27.73716461,3,58
6,morning,sunny,Alappuzha,38.40186417,5,85
5,noon,rainy,Kasaragod,16.34579839,2,23
5,morning,sunny,Alappuzha,29.48818143,1,16
5,night,foggy,Malappuram,29.50556816,3,59
5,noon,rainy,Kottayam,30.93029195,3,55
5,evening,cloudy,Kannur,29.69693136,2,29
4,evening,cloudy,Kasaragod,36.54139201,3,44
2,evening,cloudy,Kollam,28.95814105,2,23
5,noon,foggy,Kottayam,29.56279955,3,32
2,morning,sunny,Palakkad,28.0356954,1,11
2,night,rainy,Guruvayur,29.64515615,2,25
1,morning,cloudy,Alappuzha,24.93200582,5,103
4,morning,rainy,Alappuzha,31.29341232,1,16
5,night,foggy,Kottayam,36.70917665,4,61
0,night,cloudy,Thiruvananthapuram,36.76986571,3,34
3,noon,foggy,Alappuzha,30.06908322,4,71
6,noon,sunny,Palakkad,37.51059434,5,88
0,noon,foggy,Kollam,34.45993486,4,67
4,noon,foggy,Kozhikode,23.45241342,3,46
3,noon,sunny,Kollam,36.21627231,4,64
4,night,rainy,Kollam,16.58306432,2,21
2,morning,sunny,Alappuzha,34.45862342,2,24
3,noon,sunny,Guruvayur,28.63232559,3,53
2,noon,foggy,Kochi,24.33485464,3,45
0,morning,rainy,Kannur,22.20580863,5,105
0,noon,cloudy,Thiruvananthapuram,28.08502564,2,23
3,morning,sunny,Kannur,36.59393122,2,21
3,morning,rainy,Alappuzha,17.26528311,5,102
5,night,sunny,Kannur,34.56275994,4,62
4,evening,sunny,Thiruvananthapuram,29.10462721,3,50
5,night,sunny,Malappuram,35.75757798,4,76
4,evening,sunny,Kochi,36.83587841,4,72
5,evening,foggy,Kannur,30.68922226,4,70
2,evening,rainy,Alappuzha,28.55102368,2,22
3,noon,rainy,Thrissur,21.70535715,2,21
0,night,rainy,Kannur,29.00681206,2,23
4,evening,sunny,Kollam,33.35704039,4,62
4,morning,foggy,Malappuram,29.45630137,1,17
0,noon,sunny,Kochi,37.01773616,4,74
5,night,sunny,Alappuzha,26.31209253,3,55
4,evening,rainy,Palakkad,27.11790176,2,24
6,morning,sunny,Kottayam,36.51594753,5,84
2,night,cloudy,Kottayam,26.00099479,2,23
3,night,sunny,Thiruvananthapuram,27.45850284,3,51
0,noon,cloudy,Kannur,22.27949645,2,23
3,night,sunny,Kochi,41.6948037,4,79
6,noon,foggy,Kollam,32.94291336,5,104
4,evening,foggy,Kollam,23.38590934,3,51
4,noon,rainy,Guruvayur,22.06429388,2,23
6,morning,sunny,Kozhikode,36.0722109,5,106
0,noon,cloudy,Kottayam,34.93831279,3,42
2,morning,cloudy,Kannur,21.47582959,5,89
1,noon,sunny,Malappuram,30.02276323,4,68
0,night,cloudy,Kochi,35.85932664,3,58
1,evening,foggy,Kollam,21.38097926,3,42
6,morning,cloudy,Kozhikode,24.15737855,3,54
5,noon,rainy,Kochi,32.30341099,3,54
1,noon,foggy,Kannur,31.65299629,4,72
2,noon,foggy,Kasaragod,25.67357813,3,49
5,night,foggy,Kollam,22.36401351,3,58
1,night,sunny,Kasaragod,26.47925279,3,38
6,morning,sunny,Kochi,30.16066635,5,104
5,morning,foggy,Kannur,36.21042384,2,21
6,night,sunny,Kollam,33.07053212,5,108
1,morning,cloudy,Guruvayur,32.97926108,1,16
6,evening,sunny,Kasaragod,41.6108456,4,64
2,evening,sunny,Thrissur,32.93668785,4,66
1,night,foggy,Kozhikode,24.47688021,3,35
1,morning,rainy,Malappuram,24.79100482,5,94
1,noon,rainy,Kottayam,31.43742268,3,41
0,evening,rainy,Kozhikode,29.67436504,2,25
0,night,cloudy,Kasaragod,21.85270114,2,24
0,morning,sunny,Kollam,37.7737376,2,25
2,night,rainy,Guruvayur,25.72225788,2,29
5,noon,foggy,Thrissur,36.6520389,4,66
6,evening,rainy,Guruvayur,18.08218409,2,28
4,night,rainy,Thrissur,25.07861392,2,28
1,night,sunny,Kottayam,40.95086579,4,69
6,night,sunny,Guruvayur,32.97040437,5,99
1,noon,sunny,Thrissur,34.1939136,4,72
2,night,cloudy,Guruvayur,21.93142533,2,22
1,noon,cloudy,Kozhikode,25.46203569,2,24
0,noon,rainy,Alappuzha,21.51661304,2,27
4,noon,sunny,Thrissur,42.06708163,4,80
3,evening,rainy,Kottayam,20.80534513,2,29
1,evening,foggy,Thrissur,29.0599334,3,35
6,night,foggy,Thrissur,32.6373401,5,87
0,night,sunny,Palakkad,28.75711733,3,36
3,evening,sunny,Kozhikode,34.26952058,4,75
4,morning,foggy,Kasaragod,33.78032857,2,22
3,evening,sunny,Thiruvananthapuram,40.73653862,4,78
0,noon,cloudy,Alappuzha,31.38000148,3,52
5,evening,cloudy,Thrissur,32.10750357,3,51
5,noon,sunny,Malappuram,28.14681903,3,52
3,night,foggy,Thrissur,37.30336536,4,71
2,morning,rainy,Palakkad,18.25375932,5,91
6,night,sunny,Guruvayur,39.16943993,5,83
6,noon,sunny,Kasaragod,30.50187747,5,84
3,noon,rainy,Malappuram,31.87108344,3,42
1,noon,sunny,Alappuzha,38.23931217,4,76
1,morning,rainy,Malappuram,28.81483312,5,108
6,evening,foggy,Kozhikode,24.94917084,3,35
6,night,cloudy,Kottayam,28.26527341,3,54
5,night,foggy,Kottayam,31.72798921,4,69
2,evening,cloudy,Alappuzha,33.82314532,3,38
0,night,rainy,Kannur,17.76730939,2,26
1,morning,cloudy,Kasaragod,37.09380419,1,12
6,night,foggy,Kannur,36.3589163,5,88
5,noon,cloudy,Kottayam,25.32951984,2,26
4,evening,rainy,Kochi,29.98692413,2,21
5,morning,cloudy,Palakkad,29.5451005,5,108
1,evening,sunny,Alappuzha,33.85071019,4,75
1,morning,foggy,Alappuzha,26.5705447,1,14
5,noon,sunny,Thiruvananthapuram,35.87646597,4,68
0,evening,rainy,Thiruvananthapuram,28.408115,2,27
3,night,cloudy,Kozhikode,27.71945319,2,29
1,morning,sunny,Kozhikode,36.69672628,2,22
5,evening,sunny,Thiruvananthapuram,37.88831966,4,73
6,night,cloudy,Kannur,32.8226647,4,79
5,evening,cloudy,Kottayam,21.61701747,2,26
2,evening,foggy,Kollam,35.8408776,4,75
3,evening,sunny,Alappuzha,33.79030635,4,66
4,morning,sunny,Kochi,30.46107339,2,29
0,night,rainy,Alappuzha,20.10999663,2,26
4,noon,foggy,Thrissur,29.43640482,3,32
3,morning,rainy,Kasaragod,31.07613617,1,15
3,morning,sunny,Palakkad,32.43190889,2,27
3,morning,rainy,Kollam,28.7453377,5,99
4,noon,sunny,Kochi,27.64591843,3,43
6,night,sunny,Thrissur,34.09296394,5,97
3,night,rainy,Kozhikode,32.85866439,3,43
5,night,rainy,Kochi,29.09744265,2,24
4,evening,cloudy,Kannur,24.31257811,2,23
3,evening,cloudy,Thiruvananthapuram,29.25809886,2,28
5,evening,cloudy,Alappuzha,24.70521479,2,27
6,noon,sunny,Kochi,32.96253576,5,105
2,evening,rainy,Kasaragod,29.2614284,2,23
6,noon,foggy,Malappuram,34.33598676,5,109
3,night,sunny,Kozhikode,29.87770642,3,49
4,evening,foggy,Guruvayur,36.90296131,4,63
1,evening,rainy,Palakkad,26.07365911,2,23
3,morning,sunny,Kannur,32.45871295,2,28
1,noon,foggy,Palakkad,29.75806978,3,35
5,night,foggy,Kochi,31.51137621,4,67
2,morning,cloudy,Malappuram,30.25173285,1,13
0,morning,cloudy,Alappuzha,29.00247941,5,107
6,night,cloudy,Guruvayur,29.31745148,3,49
2,morning,sunny,Kannur,28.99900248,1,17
3,noon,rainy,Thrissur,29.81645937,2,24
1,noon,rainy,Kollam,25.20992544,2,22
6,evening,cloudy,Alappuzha,22.96195146,2,29
1,morning,cloudy,Thrissur,33.75826453,1,13
4,evening,cloudy,Kollam,36.58514144,3,34
1,morning,foggy,Malappuram,37.32938219,2,25
4,noon,cloudy,Kollam,27.00689526,2,27
5,noon,foggy,Alappuzha,23.52895175,3,54
6,noon,rainy,Kannur,24.81279365,3,57
6,morning,sunny,Kasaragod,27.9143569,4,74
0,noon,sunny,Kochi,41.87778611,4,66
3,morning,sunny,Thrissur,29.12085367,1,11
4,evening,sunny,Kasaragod,30.29701962,4,63
0,morning,foggy,Thrissur,28.13798586,1,16
